description,nof_floor,garage,garden,backdoor,nof_bathroom,nof_room,h_id
"214 Wren St in Boston, MA was built in 1964 with a total of 1568 sq ft. The current listing price for this property is 479900 with a per sq ft price of 306.06. The property has 2 floors, 8 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the West Roxbury's Bellevue Hill Neigborhood Boston, MA-. Directions: Rutledge to Wren   Top of  Fabulous Bellveue Hill. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,7,460
"31 Maplewood Street in Boston, MA was built in 2003 with a total of 2400 sq ft. The current listing price for this property is 584900 with a per sq ft price of 243.71. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: Lagrange to Searle to Maplewood. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,3,9,461
"8 Oriole Street in Boston, MA was built in 1915 with a total of 1850 sq ft. The current listing price for this property is 459000 with a per sq ft price of 248.11. The property has 2 floors, 9 bedrooms, 3 bathrooms, and 0 parking spaces. The property is located in the West Roxbury's Bellevue Hill Neigborhood Boston, MA-. Directions: Centre Street to Park Street and Right on Oriole Street. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,9,462
"7 Hemlock Road in Boston, MA was built in 1925 with a total of 1536 sq ft. The current listing price for this property is 379900 with a per sq ft price of 247.33. The property has 2 floors, 9 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: Spring to Gould to Hemlock. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,7,463
"8 Baker Pl in Boston, MA was built in 1945 with a total of 1183 sq ft. The current listing price for this property is 289900 with a per sq ft price of 245.05. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: Centre Street past Catholic Memorial, left on Baker Place. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,1,6,464
"130 Wren St. in Boston, MA was built in 1930 with a total of 1616 sq ft. The current listing price for this property is 539000 with a per sq ft price of 333.54. The property has 2 floors, 6 bedrooms, 1 bathrooms, and 1 parking spaces. The property is located in the West Roxbury's Bellevue Hill Neigborhood Boston, MA-. Directions: Wren runs parallel with Bellevue.. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,8,465
"120 Glenellen Rd in Boston, MA was built in 1940 with a total of 1664 sq ft. The current listing price for this property is 429900 with a per sq ft price of 258.35. The property has 2 floors, 8 bedrooms, 2 bathrooms, and 1 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-BPS/Latin. Directions: Centre Street to Fairlaine right onto Glenellen. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,7,466
"35 Glenellen Road in Boston, MA was built in 1935 with a total of 1400 sq ft. The current listing price for this property is 259900 with a per sq ft price of 185.64. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: Glenhaven to Glenellen Road. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,1,7,467
"40 Martin St in Boston, MA was built in 1920 with a total of 1745 sq ft. The current listing price for this property is 572000 with a per sq ft price of 327.79. The property has 2 floors, 7 bedrooms, 1 bathrooms, and 0 parking spaces. The property is located in the West Roxbury's Bellevue Hill Neigborhood Boston, MA-. Directions: Park Street to Martin.. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,7,468
"54 Billings St in Boston, MA was built in 1950 with a total of 1117 sq ft. The current listing price for this property is 389900 with a per sq ft price of 349.06. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: SPRING ST TO BILLINGS ST - CORNER OF BILLINGS ST AND LAURIE AVE. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,1,6,469
"20 Libbey Street in Boston, MA was built in 1933 with a total of 1350 sq ft. The current listing price for this property is 379000 with a per sq ft price of 280.74. The property has 2 floors, 6 bedrooms, 1 bathrooms, and 1 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: (PARKWAY END OF) LAGRANGE TO VERMONT ST OR KEITH ST TO LIBBEY. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,6,470
"15 Burrwood Rd in Boston, MA was built in 1945 with a total of 1224 sq ft. The current listing price for this property is 374000 with a per sq ft price of 305.56. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 1 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: West Roxbury Parkway to Weld Street. Left on Gretter, 1st right is Burrwood. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,6,471
"70 Courtney Road in Boston, MA was built in 1928 with a total of 1460 sq ft. The current listing price for this property is 469900 with a per sq ft price of 321.85. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 2 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: Church to Courtney. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,7,472
"5 Jennett Ave in Boston, MA was built in 1835 with a total of 1295 sq ft. The current listing price for this property is 439900 with a per sq ft price of 339.69. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: Lagrange to Jennett Ave.. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,1,6,473
"33 Bogandale Rd in Boston, MA was built in 1920 with a total of 99999 sq ft. The current listing price for this property is 519000 with a per sq ft price of 5.19. The property has 2 floors, 6 bedrooms, 1 bathrooms, and 1 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-Boston. Directions: Centre St. to Bogandale, close to Roxbury Latin School. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,3,8,474
"75 Oakmere Street in Boston, MA was built in 1935 with a total of 1284 sq ft. The current listing price for this property is 375000 with a per sq ft price of 292.06. The property has 2 floors, 8 bedrooms, 3 bathrooms, and 1 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-BPS. Directions: Off Laurie Ave. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,1,6,475
"6 Amesbury Street in Boston, MA was built in 1954 with a total of 1090 sq ft. The current listing price for this property is 329900 with a per sq ft price of 302.66. The property has 2 floors, 6 bedrooms, 1 bathrooms, and 1 parking spaces. The property is located in the West Roxbury Neigborhood Boston, MA-. Directions: Baker to Amesbury. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,1,6,476
"39 Saunders St in Boston, MA was built in 1885 with a total of 1478 sq ft. The current listing price for this property is 389000 with a per sq ft price of 263.19. The property has 2 floors, 6 bedrooms, 1 bathrooms, and 2 parking spaces. The property is located in the Allston Neigborhood Boston, MA-. Directions: Pomeroy st to Saunders st. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,7,477
"12 Wadsworth Street in Boston, MA was built in 1890 with a total of 2037 sq ft. The current listing price for this property is 549000 with a per sq ft price of 269.51. The property has 2 floors, 7 bedrooms, 2 bathrooms, and 1 parking spaces. The property is located in the Allston Neigborhood Boston, MA-. Directions: See Google Maps or Map Quest. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,9,478
"14 Seager Ct in Boston, MA was built in 1900 with a total of 1624 sq ft. The current listing price for this property is 499000 with a per sq ft price of 307.27. The property has 2 floors, 9 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Brighton Neigborhood Boston, MA-. Directions: off of Market st. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,3,7,479
"44 Oak Square Ave in Boston, MA was built in 1920 with a total of 2150 sq ft. The current listing price for this property is 579900 with a per sq ft price of 269.72. The property has 2 floors, 7 bedrooms, 3 bathrooms, and 1 parking spaces. The property is located in the Brighton Neigborhood Boston, MA-. Directions: faneuil to oak square ave (one way). Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,8,480
"8 Glenmont Rd. in Boston, MA was built in 1900 with a total of 2519 sq ft. The current listing price for this property is 615000 with a per sq ft price of 244.14. The property has 2 floors, 8 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Brighton Neigborhood Boston, MA-. Directions: Brighton location within walking distance to Boston College.  Commonwealth Ave to Lake to Foster. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,11,481
"34 Como Rd in Boston, MA was built in 1920 with a total of 2120 sq ft. The current listing price for this property is 305000 with a per sq ft price of 143.87. The property has 2 floors, 11 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Hyde Park's Readville Neigborhood Boston, MA-. Directions: West Milton to Vallaro Road to Como Road. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,3,9,482
"8 Robbart Ln in Boston, MA was built in 1981 with a total of 1744 sq ft. The current listing price for this property is 569000 with a per sq ft price of 326.26. The property has 2 floors, 9 bedrooms, 3 bathrooms, and 0 parking spaces. The property is located in the Hyde Park's Fairmount Neigborhood Boston, MA-. Directions: Fairmount Hill. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,8,483
"21 Blake Street in Boston, MA was built in 1905 with a total of 1257 sq ft. The current listing price for this property is 315000 with a per sq ft price of 250.6. The property has 2 floors, 8 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Hyde Park Neigborhood Boston, MA-Hyde Park High. Directions: River Street to Blake Street. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,2,9,484
"108 Lewiston St in Boston, MA was built in 1950 with a total of 944 sq ft. The current listing price for this property is 199900 with a per sq ft price of 211.76. The property has 2 floors, 9 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Hyde Park Neigborhood Boston, MA-. Directions: Cummings Hwy to Wood ,Safford to Lewiston. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,1,5,485
"47 Sherrin Street in Boston, MA was built in 1061 with a total of 1224 sq ft. The current listing price for this property is 269000 with a per sq ft price of 219.77. The property has 2 floors, 5 bedrooms, 1 bathrooms, and 0 parking spaces. The property is located in the Hyde Park Neigborhood Boston, MA-. Directions: Poplar to Dale right on Sherrin. Please contact lena dunham at stu@vwx.com if interested.",2,0x796573,0x796573,0x796573,3,6,486
